u,i,ts,label,idx
37,531,874787109.0,1,498
153,244,874787116.0,1,499
153,62,874787116.0,1,500
153,338,874787144.0,1,501
37,278,874787150.0,1,502
37,1013,874787150.0,1,503
37,510,874787150.0,1,504
153,76,874787162.0,1,505
37,165,874787172.0,1,506
37,467,874787172.0,1,507
37,228,874787195.0,1,508
37,106,874787195.0,1,509
153,135,874787204.0,1,510
153,166,874787204.0,1,511
37,614,874787214.0,1,512
37,893,874787237.0,1,513
153,8,874787256.0,1,514
153,1056,874787288.0,1,515
37,167,874787300.0,1,516
153,592,874787330.0,1,517
153,431,874787330.0,1,518
153,377,874787350.0,1,519
37,571,874787353.0,1,520
37,195,874787353.0,1,521
37,772,874787353.0,1,522
37,730,874787353.0,1,523
153,778,874787370.0,1,524
37,288,874787376.0,1,525
523,532,874787387.0,1,526
37,337,874787407.0,1,527
37,589,874787407.0,1,528
37,669,874787407.0,1,529
37,297,874787407.0,1,530
153,33,874787410.0,1,531
37,239,874787441.0,1,532
37,118,874787441.0,1,533
37,250,874787441.0,1,534
37,471,874787441.0,1,535
37,735,874787441.0,1,536
153,231,874787449.0,1,537
37,494,874787467.0,1,538
37,203,874787467.0,1,539
37,94,874787467.0,1,540
37,200,874787496.0,1,541
37,408,874787496.0,1,542
37,561,874787496.0,1,543
37,229,874787497.0,1,544
37,379,874787526.0,1,545
37,240,874787526.0,1,546
37,290,874787526.0,1,547
37,500,874787526.0,1,548
37,16,874787526.0,1,549
37,273,874787549.0,1,550
37,320,874787549.0,1,551
37,356,874787549.0,1,552
153,321,874787587.0,1,553
153,779,874787647.0,1,554
153,253,874787738.0,1,555
153,573,874787774.0,1,556
153,345,874787860.0,1,557
153,435,874787861.0,1,558
153,264,874788045.0,1,559
153,61,874788187.0,1,560
153,973,874788290.0,1,561
153,1122,874788318.0,1,562
153,468,874788388.0,1,563
153,54,874788443.0,1,564
523,253,874788566.0,1,565
523,56,874788755.0,1,566
845,175,874788804.0,1,567
523,1179,874788957.0,1,568
153,607,874789001.0,1,569
845,336,874789005.0,1,570
845,977,874789084.0,1,571
845,1034,874789109.0,1,572
523,798,874789155.0,1,573
153,66,874789279.0,1,574
153,753,874789279.0,1,575
153,309,874789299.0,1,576
523,543,874789332.0,1,577
523,8,874789474.0,1,578
523,1109,874789538.0,1,579
523,555,874789704.0,1,580
523,773,874789704.0,1,581
523,826,874790439.0,1,582
523,559,874790629.0,1,583
523,523,874790629.0,1,584
37,740,874790773.0,1,585
37,623,874790773.0,1,586
37,1065,874790773.0,1,587
37,333,874790801.0,1,588
523,197,874790813.0,1,589
37,423,874790826.0,1,590
37,732,874790826.0,1,591
37,748,874790855.0,1,592
37,746,874790855.0,1,593
37,843,874790875.0,1,594
37,646,874790903.0,1,595
37,366,874790903.0,1,596
37,697,874790903.0,1,597
37,57,874790926.0,1,598
523,1447,874790930.0,1,599
37,32,874790952.0,1,600
37,635,874790972.0,1,601
37,462,874790995.0,1,602
37,191,874790996.0,1,603
37,20,874790996.0,1,604
523,1092,874790998.0,1,605
37,79,874791025.0,1,606
37,3,874791025.0,1,607
37,453,874791048.0,1,608
37,405,874791101.0,1,609
37,9,874791101.0,1,610
37,783,874791101.0,1,611
37,284,874791101.0,1,612
37,164,874791102.0,1,613
37,492,874791102.0,1,614
37,359,874791102.0,1,615
37,62,874791123.0,1,616
37,1211,874791145.0,1,617
37,244,874791145.0,1,618
37,298,874791169.0,1,619
37,390,874791169.0,1,620
37,604,874791169.0,1,621
523,757,874791172.0,1,622
37,973,874791194.0,1,623
37,323,874791194.0,1,624
37,557,874791194.0,1,625
37,121,874791194.0,1,626
37,1016,874791214.0,1,627
37,92,874791236.0,1,628
37,111,874791257.0,1,629
37,431,874791297.0,1,630
37,797,874791316.0,1,631
37,542,874791339.0,1,632
37,358,874791339.0,1,633
37,615,874791383.0,1,634
37,573,874791383.0,1,635
37,1588,874791383.0,1,636
37,293,874791407.0,1,637
37,1193,874791407.0,1,638
523,515,874791420.0,1,639
37,520,874791444.0,1,640
37,375,874791464.0,1,641
37,1290,874791487.0,1,642
37,1191,874791488.0,1,643
37,1009,874791506.0,1,644
523,1461,874791506.0,1,645
37,1008,874791527.0,1,646
37,109,874791623.0,1,647
37,216,874791623.0,1,648
37,47,874791623.0,1,649
37,367,874791623.0,1,650
37,389,874791623.0,1,651
37,734,874791623.0,1,652
37,93,874791667.0,1,653
37,247,874791667.0,1,654
37,221,874791667.0,1,655
37,226,874791667.0,1,656
523,383,874791671.0,1,657
37,827,874791694.0,1,658
37,285,874791695.0,1,659
37,88,874791747.0,1,660
523,1048,874791786.0,1,661
523,631,874791786.0,1,662
37,42,874791805.0,1,663
37,556,874791805.0,1,664
37,207,874791806.0,1,665
37,1195,874791806.0,1,666
37,947,874791830.0,1,667
523,1256,874791850.0,1,668
37,649,874791870.0,1,669
37,13,874791871.0,1,670
37,591,874791871.0,1,671
37,383,874791871.0,1,672
37,179,874791871.0,1,673
37,324,874791894.0,1,674
37,1268,874791894.0,1,675
37,37,874791932.0,1,676
37,945,874791932.0,1,677
37,438,874791960.0,1,678
37,33,874791960.0,1,679
37,479,874791960.0,1,680
37,17,874791960.0,1,681
37,549,874791960.0,1,682
523,1267,874791976.0,1,683
523,717,874791976.0,1,684
37,291,874791993.0,1,685
37,834,874791993.0,1,686
37,321,874791993.0,1,687
37,307,874792018.0,1,688
37,276,874792018.0,1,689
37,249,874792018.0,1,690
523,656,874792031.0,1,691
37,720,874792040.0,1,692
37,205,874792094.0,1,693
37,65,874792094.0,1,694
37,347,874792094.0,1,695
37,1240,874792094.0,1,696
37,528,874792094.0,1,697
37,684,874792118.0,1,698
37,678,874792118.0,1,699
523,849,874792142.0,1,700
37,468,874792143.0,1,701
37,1112,874792143.0,1,702
37,820,874792168.0,1,703
37,55,874792189.0,1,704
810,95,874792194.0,1,705
37,8,874792216.0,1,706
523,831,874792232.0,1,707
37,328,874792237.0,1,708
37,953,874792277.0,1,709
37,889,874792277.0,1,710
810,993,874792285.0,1,711
810,49,874792285.0,1,712
37,434,874792310.0,1,713
37,764,874792310.0,1,714
37,332,874792310.0,1,715
37,613,874792366.0,1,716
37,101,874792366.0,1,717
37,399,874792366.0,1,718
37,217,874792366.0,1,719
810,89,874792369.0,1,720
810,133,874792369.0,1,721
37,311,874792401.0,1,722
37,22,874792401.0,1,723
37,46,874792402.0,1,724
37,256,874792402.0,1,725
37,231,874792402.0,1,726
810,173,874792403.0,1,727
37,102,874792435.0,1,728
37,161,874792435.0,1,729
37,147,874792436.0,1,730
37,801,874792436.0,1,731
37,156,874792436.0,1,732
37,444,874792436.0,1,733
37,504,874792436.0,1,734
810,140,874792442.0,1,735
37,76,874792483.0,1,736
37,6,874792483.0,1,737
37,208,874792483.0,1,738
37,112,874792483.0,1,739
37,900,874792483.0,1,740
37,456,874792483.0,1,741
810,614,874792491.0,1,742
810,77,874792491.0,1,743
37,426,874792519.0,1,744
37,758,874792520.0,1,745
37,458,874792520.0,1,746
37,437,874792520.0,1,747
37,54,874792520.0,1,748
37,1237,874792520.0,1,749
810,52,874792521.0,1,750
810,406,874792521.0,1,751
37,317,874792547.0,1,752
37,470,874792547.0,1,753
37,219,874792547.0,1,754
37,373,874792547.0,1,755
37,114,874792547.0,1,756
810,387,874792570.0,1,757
810,935,874792570.0,1,758
37,543,874792574.0,1,759
37,368,874792574.0,1,760
37,296,874792574.0,1,761
810,302,874792591.0,1,762
37,476,874792601.0,1,763
37,539,874792601.0,1,764
37,898,874792634.0,1,765
37,628,874792634.0,1,766
37,768,874792634.0,1,767
37,523,874792634.0,1,768
37,926,874792634.0,1,769
37,417,874792634.0,1,770
810,577,874792650.0,1,771
37,150,874792663.0,1,772
37,142,874792663.0,1,773
37,31,874792663.0,1,774
37,211,874792663.0,1,775
37,361,874792663.0,1,776
37,513,874792663.0,1,777
37,113,874792663.0,1,778
37,394,874792692.0,1,779
37,886,874792692.0,1,780
37,215,874792692.0,1,781
37,75,874792692.0,1,782
37,61,874792692.0,1,783
37,154,874792692.0,1,784
37,338,874792692.0,1,785
810,1294,874792698.0,1,786
37,314,874792711.0,1,787
37,421,874792745.0,1,788
37,123,874792745.0,1,789
37,1223,874792745.0,1,790
810,403,874792752.0,1,791
810,120,874792752.0,1,792
37,1262,874792767.0,1,793
37,1086,874792767.0,1,794
810,17,874792778.0,1,795
37,885,874792793.0,1,796
37,728,874792794.0,1,797
37,883,874792794.0,1,798
810,24,874792813.0,1,799
810,781,874792813.0,1,800
810,68,874792835.0,1,801
37,816,874792839.0,1,802
37,509,874792839.0,1,803
37,50,874792839.0,1,804
37,26,874792839.0,1,805
810,552,874792860.0,1,806
37,218,874792870.0,1,807
37,544,874792870.0,1,808
37,345,874792870.0,1,809
37,159,874792870.0,1,810
37,309,874792870.0,1,811
37,56,874792870.0,1,812
810,259,874792889.0,1,813
810,103,874792889.0,1,814
37,424,874792907.0,1,815
37,135,874792907.0,1,816
37,433,874792907.0,1,817
37,480,874792907.0,1,818
37,683,874792907.0,1,819
37,385,874792945.0,1,820
37,877,874792945.0,1,821
37,272,874792969.0,1,822
37,835,874792969.0,1,823
37,875,874792989.0,1,824
810,136,874793022.0,1,825
810,344,874793022.0,1,826
810,278,874793022.0,1,827
37,194,874793035.0,1,828
37,155,874793035.0,1,829
37,1432,874793035.0,1,830
37,232,874793035.0,1,831
810,83,874793049.0,1,832
37,1095,874793062.0,1,833
37,464,874793062.0,1,834
37,663,874793092.0,1,835
37,27,874793118.0,1,836
810,364,874793130.0,1,837
810,190,874793196.0,1,838
37,143,874793198.0,1,839
810,23,874793218.0,1,840
810,151,874793218.0,1,841
810,200,874793368.0,1,842
810,408,874793418.0,1,843
810,471,874793469.0,1,844
810,1037,874793469.0,1,845
810,571,874793517.0,1,846
810,240,874793517.0,1,847
810,156,874793517.0,1,848
810,174,874793517.0,1,849
810,29,874793574.0,1,850
810,460,874793574.0,1,851
810,905,874793574.0,1,852
810,239,874793649.0,1,853
810,66,874793649.0,1,854
810,238,874793649.0,1,855
810,101,874793773.0,1,856
810,622,874793773.0,1,857
810,841,874793773.0,1,858
810,567,874793806.0,1,859
810,216,874793847.0,1,860
810,31,874793847.0,1,861
810,320,874793848.0,1,862
810,449,874793848.0,1,863
810,137,874793848.0,1,864
523,152,874793852.0,1,865
810,100,874793898.0,1,866
810,456,874793898.0,1,867
810,241,874793898.0,1,868
810,26,874793898.0,1,869
810,423,874793933.0,1,870
810,309,874793969.0,1,871
523,994,874794386.0,1,872
523,332,874794386.0,1,873
37,590,874795448.0,1,874
37,518,874795500.0,1,875
37,435,874795538.0,1,876
37,659,874795574.0,1,877
37,808,874795613.0,1,878
37,36,874795613.0,1,879
523,1471,874795634.0,1,880
37,895,874795637.0,1,881
37,469,874795637.0,1,882
37,351,874795704.0,1,883
37,864,874795704.0,1,884
37,1152,874795729.0,1,885
37,939,874795729.0,1,886
37,172,874795751.0,1,887
37,742,874795772.0,1,888
37,559,874795772.0,1,889
37,757,874795795.0,1,890
37,685,874795795.0,1,891
37,1004,874795795.0,1,892
37,18,874795823.0,1,893
37,495,874795823.0,1,894
37,197,874795823.0,1,895
37,1320,874795823.0,1,896
37,299,874795868.0,1,897
37,562,874795888.0,1,898
37,199,874795928.0,1,899
37,235,874795949.0,1,900
523,514,874795951.0,1,901
37,690,874795988.0,1,902
37,292,874795988.0,1,903
37,991,874796116.0,1,904
523,1197,874796151.0,1,905
37,1270,874796201.0,1,906
37,146,874796373.0,1,907
37,14,874796373.0,1,908
37,706,874796373.0,1,909
523,1533,874796400.0,1,910
37,990,874796412.0,1,911
37,315,874796412.0,1,912
37,1183,874796412.0,1,913
523,628,874796421.0,1,914
18,497,874805453.0,1,915
18,60,874805453.0,1,916
18,117,874805577.0,1,917
18,331,874805610.0,1,918
18,77,874805668.0,1,919
18,355,874805699.0,1,920
18,501,874805699.0,1,921
18,452,874805768.0,1,922
18,52,874805804.0,1,923
18,502,874805804.0,1,924
18,876,874805804.0,1,925
18,181,874805860.0,1,926
18,357,874805860.0,1,927
18,644,874805892.0,1,928
18,266,874805892.0,1,929
18,242,874805892.0,1,930
18,382,874805893.0,1,931
18,305,874805927.0,1,932
18,565,874805927.0,1,933
18,770,874805927.0,1,934
18,534,874805927.0,1,935
18,364,874805927.0,1,936
18,158,874805958.0,1,937
18,190,874805958.0,1,938
18,25,874805958.0,1,939
18,403,874805984.0,1,940
18,1259,874805984.0,1,941
18,136,874805984.0,1,942
18,861,874806006.0,1,943
101,111,874809057.0,1,944
101,52,874809057.0,1,945
101,31,874809091.0,1,946
101,297,874809192.0,1,947
101,320,874809292.0,1,948
845,265,874809850.0,1,949
34,289,874813268.0,1,950
34,58,874813477.0,1,951
34,371,874813703.0,1,952
34,24,874813703.0,1,953
34,1310,874813703.0,1,954
34,427,874813703.0,1,955
34,181,874813703.0,1,956
809,157,874815541.0,1,957
809,944,874815542.0,1,958
809,652,874815542.0,1,959
809,43,874815593.0,1,960
809,95,874815593.0,1,961
809,60,874815593.0,1,962
809,175,874815649.0,1,963
809,891,874815649.0,1,964
809,1023,874815679.0,1,965
809,98,874815679.0,1,966
809,497,874815789.0,1,967
809,117,874815789.0,1,968
809,360,874815789.0,1,969
809,24,874815835.0,1,970
809,971,874815835.0,1,971
809,12,874815835.0,1,972
809,403,874815835.0,1,973
809,68,874815836.0,1,974
809,501,874815836.0,1,975
809,502,874815836.0,1,976
809,873,874815885.0,1,977
809,209,874815885.0,1,978
809,141,874815885.0,1,979
809,23,874815947.0,1,980
809,452,874815947.0,1,981
809,25,874815947.0,1,982
809,613,874815947.0,1,983
809,158,874815947.0,1,984
809,1034,874815947.0,1,985
809,140,874815947.0,1,986
809,136,874815947.0,1,987
809,151,874816007.0,1,988
809,769,874816007.0,1,989
809,651,874816007.0,1,990
809,278,874816007.0,1,991
809,523,874816007.0,1,992
