u,i,ts,label,idx
2493,5954,919814400.0,1,182
981,6202,919814400.0,1,183
133,5630,920073600.0,1,184
133,6386,920073600.0,1,185
1908,7036,920246400.0,1,186
1740,5752,920592000.0,1,187
1740,5803,920592000.0,1,188
3747,6565,920592000.0,1,189
3747,6584,920592000.0,1,190
1661,5723,920678400.0,1,191
359,6076,920678400.0,1,192
1591,6421,920678400.0,1,193
359,6083,920764800.0,1,194
2808,6660,920764800.0,1,195
509,6691,920851200.0,1,196
700,6021,920937600.0,1,197
1276,6151,921024000.0,1,198
3623,7023,921024000.0,1,199
3623,7068,921024000.0,1,200
509,6735,921456000.0,1,201
2495,6701,921801600.0,1,202
310,6966,921801600.0,1,203
300,5576,922147200.0,1,204
300,5586,922147200.0,1,205
1740,7127,922147200.0,1,206
133,6203,922233600.0,1,207
133,7057,922233600.0,1,208
1740,7129,922320000.0,1,209
509,6001,922406400.0,1,210
981,6201,922406400.0,1,211
310,7028,922406400.0,1,212
981,6367,922579200.0,1,213
1661,6011,922924800.0,1,214
509,7127,922924800.0,1,215
1661,7127,922924800.0,1,216
851,7068,923011200.0,1,217
310,7089,923011200.0,1,218
1275,6899,923443200.0,1,219
3540,7086,923529600.0,1,220
792,7030,923875200.0,1,221
1276,7026,923961600.0,1,222
726,7071,923961600.0,1,223
4297,7088,923961600.0,1,224
2030,7118,924393600.0,1,225
1280,5681,924480000.0,1,226
792,7097,924652800.0,1,227
801,6526,924912000.0,1,228
2402,5902,924998400.0,1,229
1004,6964,925084800.0,1,230
2727,5995,925257600.0,1,231
1368,7136,925257600.0,1,232
1893,5775,925344000.0,1,233
3702,6578,925344000.0,1,234
981,5642,925430400.0,1,235
3702,6484,925689600.0,1,236
700,7131,925776000.0,1,237
1679,7143,925862400.0,1,238
1004,5646,925948800.0,1,239
1967,5790,926035200.0,1,240
1967,6322,926035200.0,1,241
4325,7117,926121600.0,1,242
1700,7143,926208000.0,1,243
3780,6544,926294400.0,1,244
1369,7047,926294400.0,1,245
672,6110,926380800.0,1,246
209,6198,926380800.0,1,247
836,5918,926553600.0,1,248
836,6332,926553600.0,1,249
2034,7136,926640000.0,1,250
993,5985,926812800.0,1,251
2800,6027,926899200.0,1,252
993,7143,926899200.0,1,253
2668,6894,926985600.0,1,254
209,6246,927158400.0,1,255
209,7113,927158400.0,1,256
792,7033,927244800.0,1,257
1678,6085,927331200.0,1,258
3941,6697,927331200.0,1,259
3747,6507,927590400.0,1,260
3747,6568,927590400.0,1,261
3747,6569,927590400.0,1,262
3747,6570,927590400.0,1,263
2906,6729,927849600.0,1,264
792,5620,928022400.0,1,265
792,7149,928022400.0,1,266
3790,6550,928281600.0,1,267
4344,7130,928281600.0,1,268
1953,5787,928454400.0,1,269
2048,5807,928540800.0,1,270
2048,5814,928540800.0,1,271
2048,5815,928540800.0,1,272
2048,5816,928540800.0,1,273
2048,5817,928540800.0,1,274
2048,6190,928540800.0,1,275
2048,6191,928540800.0,1,276
2048,6192,928540800.0,1,277
2048,6193,928540800.0,1,278
102,6320,928540800.0,1,279
2948,7026,928627200.0,1,280
133,5748,928713600.0,1,281
1953,5788,928800000.0,1,282
2910,6104,928800000.0,1,283
2727,6908,928972800.0,1,284
2906,6080,929059200.0,1,285
1369,5767,929145600.0,1,286
956,7076,929145600.0,1,287
1214,7142,929145600.0,1,288
1679,5728,929404800.0,1,289
1661,6145,929404800.0,1,290
4148,6918,929404800.0,1,291
4148,7130,929404800.0,1,292
2906,7142,929404800.0,1,293
1600,6649,929491200.0,1,294
1600,6653,929491200.0,1,295
1600,7142,929491200.0,1,296
710,5601,929577600.0,1,297
1918,5781,929836800.0,1,298
1745,7153,929836800.0,1,299
1407,5710,929923200.0,1,300
2340,5884,930009600.0,1,301
3122,7142,930009600.0,1,302
1499,5711,930096000.0,1,303
1499,5879,930096000.0,1,304
1499,6734,930096000.0,1,305
1499,6735,930096000.0,1,306
1499,6764,930096000.0,1,307
1499,6899,930096000.0,1,308
1600,6941,930096000.0,1,309
1499,7010,930096000.0,1,310
1499,7030,930096000.0,1,311
1407,5711,930182400.0,1,312
1407,7139,930182400.0,1,313
1407,6120,930268800.0,1,314
362,7130,930268800.0,1,315
209,5637,930441600.0,1,316
209,6501,930441600.0,1,317
1600,6617,930441600.0,1,318
3632,7160,930528000.0,1,319
4373,7159,930614400.0,1,320
1666,6157,930700800.0,1,321
650,7160,930700800.0,1,322
1953,5939,930960000.0,1,323
2200,7033,931219200.0,1,324
310,6740,931392000.0,1,325
3122,6283,931564800.0,1,326
1678,7143,931564800.0,1,327
1678,7165,931564800.0,1,328
362,5587,931651200.0,1,329
1908,7159,931737600.0,1,330
4340,7130,931910400.0,1,331
650,6474,931996800.0,1,332
993,5644,932256000.0,1,333
2200,5846,932428800.0,1,334
133,6206,932428800.0,1,335
1247,6396,932428800.0,1,336
4308,7103,932428800.0,1,337
2032,7169,932428800.0,1,338
1918,6462,932601600.0,1,339
3941,7126,932601600.0,1,340
710,5792,932688000.0,1,341
981,6209,932688000.0,1,342
102,5545,932774400.0,1,343
1407,5879,932774400.0,1,344
310,6771,932774400.0,1,345
2521,7087,932774400.0,1,346
2727,7043,932860800.0,1,347
2521,7131,932860800.0,1,348
1247,5673,933120000.0,1,349
3322,6649,933206400.0,1,350
260,5782,933292800.0,1,351
2727,6380,933292800.0,1,352
993,7159,933292800.0,1,353
234,7165,933379200.0,1,354
362,7072,933465600.0,1,355
1918,6175,933552000.0,1,356
234,6952,933552000.0,1,357
396,5570,933638400.0,1,358
396,5578,933638400.0,1,359
396,5708,933638400.0,1,360
1247,6425,933638400.0,1,361
396,6529,933638400.0,1,362
2521,6782,933638400.0,1,363
946,6796,933638400.0,1,364
946,6797,933638400.0,1,365
1247,6896,933638400.0,1,366
396,7021,933638400.0,1,367
2833,7064,933638400.0,1,368
396,7064,933724800.0,1,369
2833,6837,933897600.0,1,370
2949,6219,934243200.0,1,371
1908,5780,934329600.0,1,372
396,5909,934329600.0,1,373
2833,6052,934329600.0,1,374
396,6121,934416000.0,1,375
396,6612,934416000.0,1,376
1549,5714,934761600.0,1,377
4372,7159,934848000.0,1,378
2808,6062,935020800.0,1,379
2034,7178,935020800.0,1,380
1589,5924,935193600.0,1,381
4383,7169,935193600.0,1,382
590,6799,935280000.0,1,383
1825,5965,935452800.0,1,384
1825,6370,935452800.0,1,385
1825,6382,935452800.0,1,386
1247,5677,935539200.0,1,387
4363,7152,935539200.0,1,388
1589,5787,935798400.0,1,389
672,5602,935971200.0,1,390
726,6560,935971200.0,1,391
2661,5974,936057600.0,1,392
1276,6654,936057600.0,1,393
1975,6662,936057600.0,1,394
1549,7160,936144000.0,1,395
672,6623,936489600.0,1,396
1190,5971,936748800.0,1,397
1276,5681,936835200.0,1,398
3275,6202,936835200.0,1,399
4148,7023,936921600.0,1,400
3322,6238,937094400.0,1,401
1589,6140,937180800.0,1,402
977,7124,937440000.0,1,403
1589,6566,937526400.0,1,404
3322,7068,937785600.0,1,405
2719,7195,937958400.0,1,406
310,6739,938131200.0,1,407
1918,7199,938304000.0,1,408
428,7177,938390400.0,1,409
234,7178,938476800.0,1,410
1600,6856,938563200.0,1,411
2727,7198,938563200.0,1,412
590,5825,938995200.0,1,413
590,6120,938995200.0,1,414
1589,6151,938995200.0,1,415
590,6536,938995200.0,1,416
362,6923,938995200.0,1,417
3428,6503,939168000.0,1,418
4394,7184,939168000.0,1,419
362,7185,939168000.0,1,420
1589,6178,939340800.0,1,421
3428,6284,939340800.0,1,422
4148,7127,939340800.0,1,423
3944,7179,939340800.0,1,424
1678,6229,939427200.0,1,425
3428,6450,939427200.0,1,426
3428,6472,939427200.0,1,427
46,6620,939600000.0,1,428
3428,6418,939772800.0,1,429
2890,6603,939772800.0,1,430
4393,7188,939772800.0,1,431
1274,6145,939859200.0,1,432
946,6772,939859200.0,1,433
4402,7195,939859200.0,1,434
2895,6519,939945600.0,1,435
3099,6792,939945600.0,1,436
2895,6588,940032000.0,1,437
1164,6369,940291200.0,1,438
1276,6429,940377600.0,1,439
3662,6450,940377600.0,1,440
4208,7023,940377600.0,1,441
4208,7054,940377600.0,1,442
4208,7086,940377600.0,1,443
4208,7142,940377600.0,1,444
212,5914,940550400.0,1,445
212,5915,940550400.0,1,446
2526,6936,940550400.0,1,447
1314,6155,940723200.0,1,448
1190,5860,940809600.0,1,449
1190,5861,940809600.0,1,450
1190,5862,940809600.0,1,451
3122,6135,940809600.0,1,452
3122,6288,940809600.0,1,453
996,7068,940809600.0,1,454
1392,7177,940809600.0,1,455
1392,7202,940809600.0,1,456
428,7184,940896000.0,1,457
3928,7184,940896000.0,1,458
3928,7188,940896000.0,1,459
3928,7202,940896000.0,1,460
1618,5721,941068800.0,1,461
622,5760,941155200.0,1,462
622,6171,941155200.0,1,463
1887,6617,941155200.0,1,464
1887,6631,941155200.0,1,465
1887,6866,941155200.0,1,466
1887,6941,941155200.0,1,467
2235,6364,941241600.0,1,468
1291,7209,941241600.0,1,469
1274,6231,941328000.0,1,470
253,6319,941328000.0,1,471
362,6742,941328000.0,1,472
1887,5773,941414400.0,1,473
1887,6156,941414400.0,1,474
141,6187,941414400.0,1,475
141,6332,941414400.0,1,476
1887,6393,941414400.0,1,477
1887,6411,941414400.0,1,478
1887,6447,941414400.0,1,479
1954,7069,941414400.0,1,480
3662,6448,941500800.0,1,481
1219,7199,941500800.0,1,482
1276,6385,941587200.0,1,483
135,6656,941587200.0,1,484
883,6173,941673600.0,1,485
2567,6581,941673600.0,1,486
4393,7184,941673600.0,1,487
2661,7230,941673600.0,1,488
2895,6211,941760000.0,1,489
1228,7124,941760000.0,1,490
1589,5718,941846400.0,1,491
2787,6361,941846400.0,1,492
1618,5734,941932800.0,1,493
1214,6503,941932800.0,1,494
1549,7117,942019200.0,1,495
883,5632,942105600.0,1,496
883,6164,942105600.0,1,497
1392,7178,942105600.0,1,498
135,5602,942192000.0,1,499
135,6486,942192000.0,1,500
1392,7228,942192000.0,1,501
3120,7231,942364800.0,1,502
977,7231,942537600.0,1,503
2330,5882,942624000.0,1,504
3061,6818,942624000.0,1,505
1230,7011,942624000.0,1,506
883,6196,942796800.0,1,507
654,5592,942883200.0,1,508
2280,5875,942883200.0,1,509
4394,7215,942883200.0,1,510
4394,7239,942883200.0,1,511
135,5857,942969600.0,1,512
2235,5857,942969600.0,1,513
1341,6256,942969600.0,1,514
2772,7023,943056000.0,1,515
2340,7231,943056000.0,1,516
295,5743,943142400.0,1,517
295,6062,943142400.0,1,518
1094,6485,943142400.0,1,519
2772,6503,943142400.0,1,520
1341,6530,943142400.0,1,521
2367,7024,943142400.0,1,522
2235,7160,943142400.0,1,523
4401,7192,943142400.0,1,524
76,8719,943142400.0,1,525
3662,6503,943228800.0,1,526
3067,6623,943228800.0,1,527
488,6965,943228800.0,1,528
1392,7189,943228800.0,1,529
2860,6063,943315200.0,1,530
3066,6135,943315200.0,1,531
3066,6471,943315200.0,1,532
3066,7052,943315200.0,1,533
488,7156,943315200.0,1,534
1175,7179,943315200.0,1,535
3066,7230,943315200.0,1,536
622,5915,943401600.0,1,537
2724,6274,943401600.0,1,538
488,6515,943401600.0,1,539
488,6587,943401600.0,1,540
169,7074,943401600.0,1,541
1678,7200,943401600.0,1,542
1394,7237,943401600.0,1,543
4393,7239,943401600.0,1,544
2235,6242,943488000.0,1,545
295,6462,943488000.0,1,546
295,7071,943488000.0,1,547
362,7096,943488000.0,1,548
946,7230,943488000.0,1,549
946,7231,943488000.0,1,550
141,6326,943574400.0,1,551
3480,7177,943574400.0,1,552
1399,7215,943574400.0,1,553
141,6097,943660800.0,1,554
295,6349,943660800.0,1,555
3127,6653,943660800.0,1,556
295,7156,943660800.0,1,557
616,7179,943660800.0,1,558
3127,7231,943660800.0,1,559
488,5794,943747200.0,1,560
1292,5861,943747200.0,1,561
295,6410,943747200.0,1,562
295,6829,943747200.0,1,563
296,7184,943747200.0,1,564
1214,7231,943747200.0,1,565
1659,6062,943833600.0,1,566
883,6637,943833600.0,1,567
1324,6953,943833600.0,1,568
2303,7228,943833600.0,1,569
1392,7237,943833600.0,1,570
141,6094,943920000.0,1,571
1730,6249,943920000.0,1,572
1730,7057,943920000.0,1,573
4388,7177,943920000.0,1,574
344,7192,943920000.0,1,575
4388,7202,943920000.0,1,576
4388,7215,943920000.0,1,577
4394,7237,943920000.0,1,578
3320,6238,944006400.0,1,579
499,6285,944006400.0,1,580
688,6395,944006400.0,1,581
3528,7153,944006400.0,1,582
1392,7215,944006400.0,1,583
3336,7199,944092800.0,1,584
4011,7215,944092800.0,1,585
2980,6091,944179200.0,1,586
2980,6092,944179200.0,1,587
2980,6093,944179200.0,1,588
2980,6094,944179200.0,1,589
2724,6506,944179200.0,1,590
4011,7072,944179200.0,1,591
3702,7160,944179200.0,1,592
1700,7175,944179200.0,1,593
3320,7178,944179200.0,1,594
3128,7195,944179200.0,1,595
1700,7210,944179200.0,1,596
212,5545,944265600.0,1,597
1341,5697,944265600.0,1,598
295,5985,944265600.0,1,599
2963,6087,944265600.0,1,600
2963,6129,944265600.0,1,601
295,6411,944265600.0,1,602
3320,6503,944265600.0,1,603
2724,6618,944265600.0,1,604
378,6751,944265600.0,1,605
4299,7088,944265600.0,1,606
295,5570,944352000.0,1,607
1379,5889,944352000.0,1,608
927,6437,944352000.0,1,609
1379,6520,944352000.0,1,610
295,6586,944352000.0,1,611
295,6587,944352000.0,1,612
280,6616,944352000.0,1,613
1659,7064,944352000.0,1,614
1379,7127,944352000.0,1,615
4158,7130,944352000.0,1,616
2906,7174,944352000.0,1,617
4340,7237,944352000.0,1,618
2220,5857,944438400.0,1,619
443,5908,944438400.0,1,620
2488,5922,944438400.0,1,621
2220,5934,944438400.0,1,622
2220,5982,944438400.0,1,623
2818,6042,944438400.0,1,624
1808,6536,944438400.0,1,625
1808,6555,944438400.0,1,626
1921,6649,944438400.0,1,627
2772,6660,944438400.0,1,628
2303,6691,944438400.0,1,629
3738,7153,944438400.0,1,630
937,6165,944524800.0,1,631
3944,6701,944524800.0,1,632
4011,6747,944524800.0,1,633
4388,7229,944524800.0,1,634
1647,5974,944611200.0,1,635
2980,6095,944611200.0,1,636
2980,6096,944611200.0,1,637
2220,6364,944611200.0,1,638
3320,6492,944611200.0,1,639
2303,6733,944611200.0,1,640
739,6870,944611200.0,1,641
443,7154,944611200.0,1,642
443,7177,944611200.0,1,643
443,7202,944611200.0,1,644
443,7215,944611200.0,1,645
4398,7228,944611200.0,1,646
883,5637,944697600.0,1,647
1647,5721,944697600.0,1,648
1808,5958,944697600.0,1,649
1808,6001,944697600.0,1,650
1808,6209,944697600.0,1,651
1219,6231,944697600.0,1,652
2661,6334,944697600.0,1,653
3614,6510,944697600.0,1,654
2387,7153,944697600.0,1,655
402,7178,944697600.0,1,656
525,7228,944697600.0,1,657
1190,5721,944784000.0,1,658
76,6082,944784000.0,1,659
295,6121,944784000.0,1,660
1808,6202,944784000.0,1,661
1214,6450,944784000.0,1,662
1214,6472,944784000.0,1,663
295,6612,944784000.0,1,664
2840,6719,944784000.0,1,665
295,7012,944784000.0,1,666
1399,7122,944784000.0,1,667
2584,7232,944784000.0,1,668
295,5735,944870400.0,1,669
295,5864,944870400.0,1,670
1808,6376,944870400.0,1,671
2618,6567,944870400.0,1,672
443,6764,944870400.0,1,673
4380,7237,944870400.0,1,674
526,5587,944956800.0,1,675
1974,6440,944956800.0,1,676
526,6742,944956800.0,1,677
526,6743,944956800.0,1,678
2384,6923,944956800.0,1,679
526,7010,944956800.0,1,680
946,7047,944956800.0,1,681
3614,7192,944956800.0,1,682
2980,6097,945043200.0,1,683
496,6135,945043200.0,1,684
1949,6202,945043200.0,1,685
496,6284,945043200.0,1,686
496,6288,945043200.0,1,687
1949,6295,945043200.0,1,688
496,6296,945043200.0,1,689
2840,6314,945043200.0,1,690
210,6640,945043200.0,1,691
1949,6658,945043200.0,1,692
3122,6793,945043200.0,1,693
1949,7105,945043200.0,1,694
1721,7222,945043200.0,1,695
3320,7230,945043200.0,1,696
362,7245,945043200.0,1,697
496,5581,945129600.0,1,698
2963,6143,945129600.0,1,699
496,6418,945129600.0,1,700
496,6446,945129600.0,1,701
295,6503,945129600.0,1,702
1921,7068,945129600.0,1,703
260,7170,945129600.0,1,704
4458,7232,945129600.0,1,705
133,5791,945216000.0,1,706
2584,5955,945216000.0,1,707
2584,6001,945216000.0,1,708
1399,6122,945216000.0,1,709
3584,6389,945216000.0,1,710
2200,6439,945216000.0,1,711
2584,6586,945216000.0,1,712
4011,6905,945216000.0,1,713
4011,7065,945216000.0,1,714
3911,7120,945216000.0,1,715
3911,7128,945216000.0,1,716
310,5575,945302400.0,1,717
1219,5670,945302400.0,1,718
2020,5801,945302400.0,1,719
2272,5869,945302400.0,1,720
2376,5895,945302400.0,1,721
2376,5911,945302400.0,1,722
2272,6051,945302400.0,1,723
2980,6098,945302400.0,1,724
2020,6107,945302400.0,1,725
3287,6413,945302400.0,1,726
2963,6469,945302400.0,1,727
883,6489,945302400.0,1,728
2584,6515,945302400.0,1,729
1981,6631,945302400.0,1,730
3287,6877,945302400.0,1,731
1399,7023,945302400.0,1,732
4415,7210,945302400.0,1,733
1399,7244,945302400.0,1,734
883,5800,945388800.0,1,735
2303,5879,945388800.0,1,736
488,6827,945388800.0,1,737
3322,7124,945388800.0,1,738
4471,7232,945388800.0,1,739
488,5581,945475200.0,1,740
1808,5760,945475200.0,1,741
1461,5880,945475200.0,1,742
883,6017,945475200.0,1,743
1461,6075,945475200.0,1,744
883,6371,945475200.0,1,745
133,6507,945475200.0,1,746
133,6570,945475200.0,1,747
883,6614,945475200.0,1,748
3911,6687,945475200.0,1,749
883,7068,945475200.0,1,750
4327,7189,945475200.0,1,751
4327,7228,945475200.0,1,752
1164,6429,945561600.0,1,753
324,7047,945561600.0,1,754
3421,6283,945648000.0,1,755
2661,6578,945648000.0,1,756
2963,6799,945648000.0,1,757
362,7028,945648000.0,1,758
3929,7153,945648000.0,1,759
3929,7155,945648000.0,1,760
3929,7202,945648000.0,1,761
169,5545,945734400.0,1,762
488,6041,945734400.0,1,763
630,6686,945734400.0,1,764
483,7215,945734400.0,1,765
443,7245,945734400.0,1,766
1811,5788,945820800.0,1,767
1071,5925,945820800.0,1,768
1981,6196,945820800.0,1,769
1811,6525,945820800.0,1,770
1811,6526,945820800.0,1,771
1811,7218,945820800.0,1,772
4398,7247,945820800.0,1,773
499,5800,945907200.0,1,774
2502,6212,945907200.0,1,775
135,6866,945907200.0,1,776
3715,7142,945907200.0,1,777
362,7154,945907200.0,1,778
622,7161,945907200.0,1,779
362,7228,945907200.0,1,780
2015,5801,945993600.0,1,781
169,6946,945993600.0,1,782
3878,7142,945993600.0,1,783
211,7155,945993600.0,1,784
3929,7157,945993600.0,1,785
428,7188,945993600.0,1,786
295,7237,945993600.0,1,787
362,7247,945993600.0,1,788
1004,6217,946080000.0,1,789
295,6472,946080000.0,1,790
288,7189,946080000.0,1,791
288,7232,946080000.0,1,792
1921,7250,946080000.0,1,793
288,5586,946166400.0,1,794
295,5778,946166400.0,1,795
1292,6267,946166400.0,1,796
3584,6817,946166400.0,1,797
288,7128,946166400.0,1,798
4350,7139,946166400.0,1,799
3447,7155,946166400.0,1,800
4350,7185,946166400.0,1,801
2568,7205,946166400.0,1,802
288,5555,946252800.0,1,803
1981,6274,946252800.0,1,804
3385,6495,946252800.0,1,805
2009,6993,946252800.0,1,806
3306,7231,946252800.0,1,807
4477,7247,946252800.0,1,808
2272,6255,946339200.0,1,809
1949,7092,946339200.0,1,810
1291,7203,946339200.0,1,811
3632,7205,946339200.0,1,812
4477,7237,946339200.0,1,813
402,7247,946339200.0,1,814
2584,7249,946339200.0,1,815
4350,7249,946339200.0,1,816
1461,5711,946425600.0,1,817
1324,5718,946425600.0,1,818
135,5847,946425600.0,1,819
3447,6291,946425600.0,1,820
295,7023,946425600.0,1,821
101,7074,946425600.0,1,822
3385,7147,946425600.0,1,823
3447,7231,946425600.0,1,824
755,5613,946512000.0,1,825
1811,5763,946512000.0,1,826
1827,5766,946512000.0,1,827
1811,5792,946512000.0,1,828
488,6087,946512000.0,1,829
488,6129,946512000.0,1,830
488,6143,946512000.0,1,831
2502,6196,946512000.0,1,832
1286,6265,946512000.0,1,833
220,6310,946512000.0,1,834
3492,6340,946512000.0,1,835
827,6349,946512000.0,1,836
827,6393,946512000.0,1,837
827,6395,946512000.0,1,838
1071,6509,946512000.0,1,839
4121,7090,946512000.0,1,840
4121,7163,946512000.0,1,841
4121,7184,946512000.0,1,842
362,7215,946512000.0,1,843
4327,7249,946512000.0,1,844
4388,7249,946512000.0,1,845
1981,5791,946598400.0,1,846
1981,5797,946598400.0,1,847
2018,5801,946598400.0,1,848
946,5922,946598400.0,1,849
1921,6291,946598400.0,1,850
2020,6489,946598400.0,1,851
1811,6581,946598400.0,1,852
4121,6890,946598400.0,1,853
1164,6924,946598400.0,1,854
3528,7131,946598400.0,1,855
1249,7169,946598400.0,1,856
1921,7195,946598400.0,1,857
4388,7247,946598400.0,1,858
3306,6224,946684800.0,1,859
1921,6283,946684800.0,1,860
1921,6653,946684800.0,1,861
310,6775,946684800.0,1,862
1811,5760,946771200.0,1,863
295,6122,946771200.0,1,864
3514,6494,946771200.0,1,865
2603,6796,946771200.0,1,866
1921,7142,946771200.0,1,867
288,7249,946771200.0,1,868
467,7249,946771200.0,1,869
2603,5958,946857600.0,1,870
295,5958,946857600.0,1,871
2603,6283,946857600.0,1,872
827,6509,946857600.0,1,873
2603,6653,946857600.0,1,874
378,6687,946857600.0,1,875
129,6709,946857600.0,1,876
2603,7231,946857600.0,1,877
1324,5829,946944000.0,1,878
133,6369,946944000.0,1,879
135,6419,946944000.0,1,880
295,6520,946944000.0,1,881
1981,6620,946944000.0,1,882
1981,6942,946944000.0,1,883
129,7049,946944000.0,1,884
1981,7074,946944000.0,1,885
129,7155,946944000.0,1,886
614,7160,946944000.0,1,887
1399,7249,946944000.0,1,888
4477,7249,946944000.0,1,889
4394,7249,946944000.0,1,890
630,5592,947030400.0,1,891
1063,5648,947030400.0,1,892
